0.0	0.8891982113149994	1.6095683888887478e-8	1.0
0.1	0.9181382118812478	1.642337936524475e-8	1.0
0.2	0.9522729483212511	1.695791844933687e-8	1.0
0.3	0.991747268194992	1.765646822797285e-8	1.0
0.4	1.0367650532637525	1.8478146482086928e-8	1.0
0.5	1.087587500591252	1.9453004650422836e-8	1.0
0.6	1.1445325524900019	2.0549161990772337e-8	1.0
0.7	1.207975336582501	2.1791226703991604e-8	1.0
0.8	1.2783495092475037	2.3180446084854725e-8	1.0
0.9	1.356149428709995	2.4718144310516458e-8	1.0
1.0	1.44193311890626	2.6432373440831608e-8	1.0
1.1	1.5363259810875058	2.8338751064718283e-8	1.0
1.2	1.6400252571275062	3.0461293394260864e-8	1.0
1.3	1.7538052474362558	3.280396955985501e-8	1.0
1.4	1.8785232957312454	3.5383474498372685e-8	1.0
1.5	2.015126593982489	3.822605771265182e-8	1.0
1.6	2.164659814966238	4.133861494124866e-8	1.0
1.7	2.328273661801256	4.4743504747545434e-8	1.0
1.8	2.5072343769125047	4.843699785121674e-8	1.0
1.9	2.7029342982312525	5.25154792091743e-8	1.0
2.0	2.916903542545008	5.6971138151655696e-8	1.0
2.1	3.1508229005074977	6.184272151403661e-8	1.0
2.2	3.406538094582503	6.716489989995116e-8	1.0
2.3	3.6860754587737645	7.293615164678338e-8	1.0
2.4	3.9916592557662405	7.921710669315141e-8	1.0
2.5	4.325730710150012	8.605628721358327e-8	1.0
2.6	4.690968954738769	9.342462034390145e-8	1.0
2.7	5.090314092216256	1.0146831212263095e-7	1.0
2.8	5.526992563821262	1.1022639316237731e-7	1.0
2.9	6.00454500405626	1.1977571067799678e-7	1.0
3.0	6.526856931518757	1.3004770121199136e-7	1.0
3.1	7.098192463992492	1.4134586794265738e-7	1.0
3.2	7.723231373674994	1.536691098136966e-7	1.0
3.3	8.407109839582501	1.671559795377832e-7	1.0
3.4	9.155465288737524	1.8197705421904248e-7	1.0
3.5	9.974485628648782	1.9802906483429932e-7	1.0
3.6	10.870963405746306	2.1545188389068856e-7	1.0
3.7	11.852355361173771	2.3443891238571773e-7	1.0
3.8	12.92684791760127	2.5497238817423065e-7	1.0
3.9	14.103429137956244	2.7707271229257055e-7	1.0
4.0	15.391967896053822	3.0110538399413764e-7	1.0
4.1	16.80330090345378	3.270360427666294e-7	1.0
4.2	18.34932843537251	3.553968178266222e-7	1.0
4.3	20.043119545012424	3.8642764209787553e-7	1.0
4.4	21.89902781173629	4.1989633517049724e-7	1.0
4.5	23.932818637148745	4.5582218248920694e-7	1.0
4.6	26.161809168278694	4.942683137095861e-7	1.0
4.7	28.605022391500025	5.358293565999181e-7	1.0
4.8	31.283356334096176	5.81143652332273e-7	1.0
4.9	34.21977033949248	6.300313387641178e-7	1.0
5.0	37.439490036418725	6.829242426555458e-7	1.0
5.1	40.97023263833624	7.400397186550881e-7	1.0
5.2	44.8424548677624	8.014752138913665e-7	1.0
5.3	49.089625703006234	8.675759059603169e-7	1.0
5.4	53.74852644541747	9.384730915369696e-7	1.0
5.5	58.859580717296275	1.0149299605170216e-6	1.0
5.6	64.46721780774	1.0969048979225577e-6	1.0
5.7	70.62027210518755	1.1843806934021534e-6	1.0
5.8	77.37242283747489	1.2769526000232553e-6	1.0
5.9	84.78267791887018	1.3761687928633927e-6	1.0
6.0	92.91590627481852	1.4825776119611003e-6	1.0
6.1	101.84342359307776	1.5947687459128808e-6	1.0
6.2	111.64363702436702	1.714972966147378e-6	1.0
6.3	122.40275463824204	1.8427025039827647e-6	1.0
6.4	134.21556591953274	1.9803233220657865e-6	1.0
6.5	147.1863013115602	2.129715550103767e-6	1.0
6.6	161.42957799522875	2.2900268089612968e-6	1.0
6.7	177.0714405152702	2.4584599070144324e-6	1.0
6.8	194.2505064047703	2.637864164235441e-6	1.0
6.9	213.1192275798496	2.827086237262439e-6	1.0
7.0	233.84527809766797	3.0293869487112157e-6	1.0
7.1	256.61308137642703	3.237127737213061e-6	1.0
7.2	281.62549314330425	3.452769409288224e-6	1.0
7.3	309.10565272196794	3.6683053830530444e-6	1.0
7.4	339.299021541748	3.892956074420906e-6	1.0
7.5	372.47562587144364	4.119905482983166e-6	1.0
7.6	408.932529115603	4.344226920837395e-6	1.0
7.7	448.99655007470767	4.558249235508406e-6	1.0
7.8	493.02725677215454	4.772853512314927e-6	1.0
7.9	541.420265117729	4.953013349890607e-6	1.0
8.0	594.6108678384784	5.069074167439713e-6	1.0
